Four Digit Industries,Year,Capital productivity (2007=100),Capital productivity (percent change),Capital (2007=100),Capital (percent change),Capital costs (Million $),Capital costs (percent change),Capital cost share,Capital cost share (percent change),Capital intensity (2007=100),Capital intensity (percent change),Contribution of capital intensity (2007=100),Contribution of capital intensity (percent change),Labor productivity (2007=100),Labor productivity (percent change),Hours worked (2007=100),Hours worked (percent change),Labor compensation (Million $),Labor compensation (percent change),Labor cost share,Labor cost share (percent change),Hours worked (millions),Hours worked (percent change),Multifactor productivity (2007=100),Multifactor productivity (percent change),Combined inputs (2007=100),Combined inputs (percent change),Combined inputs costs (Million $),Combined inputs costs (percent change),Implicit combined inputs deflator (2007=100),Implicit combined inputs deflator (percent change),Intermediate purchases productivity (2007=100),Intermediate purchases productivity (percent change),Intermediate purchases (2007=100),Intermediate purchases (percent change),Intermediate purchases costs (Million $),Intermediate purchases costs (percent change),Intermediate purchases cost share,Intermediate purchases cost share (percent change),Intermediate purchases to hours ratio (2007=100),Intermediate purchases to hours ratio (percent change),Contribution of intermediate purchases intensity (2007=100),Contribution of intermediate purchases intensity (percent change),Output (2007=100),Output (percent change),Implicit output deflator (2007=100),Implicit output deflator (percent change),Value of production (Million $),Value of production (percent change),Unit labor costs (2007=100),Unit labor costs (percent change),Labor compensation (2007=100),Labor compensation (percent change),Hourly compensation (2007=100),Hourly compensation (percent change),Output per employee (2007=100),Output per employee (percent change),Employment (2007=100),Employment (percent change),Employment (thousands),Employment (percent change)
3366 - Ship and boat building,1993,72.484,-1.5,103.376,-2.2,1726.688,-5.3,0.114,-4.2,110.652,4.1,101.262,0.5,80.205,2.5,93.425,-6,5793.093,-4.3,0.383,-2.8,307.775,-6,101.962,-1.1,73.489,-2.6,15110.236,-1.7,72.028,1,130.414,-3.7,57.456,0,7590.456,1.3,0.502,2.9,61.5,6.5,77.681,3.1,74.931,-3.7,70.642,2,15110.236,-1.7,88.199,-0.6,66.088,-4.3,70.74,1.9,80.527,2.6,93.05,-6.1,151.3,-6.1
3366 - Ship and boat building,1994,73.485,1.4,101.536,-1.8,1929.245,11.7,0.126,10.5,106.492,-3.8,100.797,-0.5,78.255,-2.4,95.347,2.1,5712.508,-1.4,0.372,-2.9,314.106,2.1,101.223,-0.7,73.712,0.3,15350.099,1.6,72.95,1.3,130.512,0.1,57.17,-0.5,7708.345,1.6,0.502,0,59.96,-2.5,76.698,-1.3,74.614,-0.4,72.069,2,15350.099,1.6,87.342,-1,65.169,-1.4,68.35,-3.4,81.315,1,91.759,-1.4,149.2,-1.4
3366 - Ship and boat building,1995,71.323,-2.9,100.788,-0.7,2305.377,19.5,0.15,19,103.753,-2.6,100.436,-0.4,73.999,-5.4,97.143,1.9,5573.289,-2.4,0.362,-2.7,320.022,1.9,99.791,-1.4,72.035,-2.3,15416.797,0.4,74.973,2.8,133.273,2.1,53.938,-5.7,7538.132,-2.2,0.489,-2.6,55.525,-7.4,73.832,-3.7,71.885,-3.7,75.13,4.2,15416.797,0.4,88.448,1.3,63.581,-2.4,65.451,-4.2,77.561,-4.6,92.681,1,150.7,1
3366 - Ship and boat building,1996,71.996,0.9,100.634,-0.2,2168.913,-5.9,0.137,-8.7,102.995,-0.7,100.331,-0.1,74.152,0.2,97.707,0.6,5530.29,-0.8,0.35,-3.3,321.882,0.6,97.123,-2.7,74.599,3.6,15791.417,2.4,74.156,-1.1,125.726,-5.7,57.627,6.8,8092.213,7.4,0.512,4.7,58.979,6.2,76.097,3.1,72.452,0.8,76.353,1.6,15791.417,2.4,87.079,-1.5,63.09,-0.8,64.571,-1.3,78.538,1.3,92.251,-0.5,150,-0.5
3366 - Ship and boat building,1997,76.886,6.8,100.102,-0.5,3064.901,41.3,0.18,31.4,103.093,0.1,100.346,0,79.264,6.9,97.098,-0.6,5874.079,6.2,0.344,-1.7,319.877,-0.6,103.584,6.7,74.301,-0.4,17062.689,8.1,80.447,8.5,133.823,6.4,57.512,-0.2,8123.709,0.4,0.476,-7,59.23,0.4,76.257,0.2,76.964,6.2,77.663,1.7,17062.689,8.1,87.07,0,67.012,6.2,69.015,6.9,83.933,6.9,91.697,-0.6,149.1,-0.6
3366 - Ship and boat building,1998,81.371,5.8,99.675,-0.4,3554.697,16,0.197,9.4,96.217,-6.7,99.049,-1.3,78.293,-1.2,103.594,6.7,5989.143,2,0.333,-3.2,341.276,6.7,104.667,1,77.491,4.3,18011.051,5.6,81.423,1.2,134.925,0.8,60.113,4.5,8467.211,4.2,0.47,-1.3,58.027,-2,75.52,-1,81.107,5.4,77.792,0.2,18011.051,5.6,84.241,-3.2,68.325,2,65.955,-4.4,83.415,-0.6,97.232,6,158.1,6
3366 - Ship and boat building,1999,85.839,5.5,101.061,1.4,2949.921,-17,0.152,-22.8,104.12,8.2,100.423,1.4,89.376,14.2,97.061,-6.3,6302.261,5.2,0.324,-2.7,319.755,-6.3,104.19,-0.5,83.26,7.4,19450.148,8,81.835,0.5,120.226,-10.9,72.155,20,10197.966,20.4,0.524,11.5,74.34,28.1,85.42,13.1,86.749,7,78.544,1,19450.148,8,82.879,-1.6,71.897,5.2,74.074,12.3,90.477,8.5,95.879,-1.4,155.9,-1.4
3366 - Ship and boat building,2000,87.143,1.5,102.835,1.8,2351.608,-20.3,0.114,-25,110.65,6.3,101.237,0.8,96.424,7.9,92.937,-4.2,6656.173,5.6,0.322,-0.6,306.166,-4.2,102.317,-1.8,87.585,5.2,20659.333,6.2,82.631,1,110.749,-7.9,80.916,12.1,11651.551,14.3,0.564,7.6,87.065,17.1,93.09,9,89.614,3.3,80.76,2.8,20659.333,6.2,84.736,2.2,75.935,5.6,81.706,10.3,94.068,4,95.264,-0.6,154.9,-0.6
3366 - Ship and boat building,2001,81.816,-6.1,103.269,0.4,2523.492,7.3,0.127,11.4,116.904,5.7,101.91,0.7,95.646,-0.8,88.336,-5,6458.42,-3,0.325,0.9,291.011,-5,101.736,-0.6,83.049,-5.2,19863.216,-3.9,83.786,1.4,111.656,0.8,75.671,-6.5,10881.304,-6.6,0.548,-2.8,85.662,-1.6,92.252,-0.9,84.49,-5.7,82.356,2,19863.216,-3.9,87.203,2.9,73.679,-3,83.407,2.1,91.223,-3,92.62,-2.8,150.6,-2.8
3366 - Ship and boat building,2002,90.121,10.2,102.655,-0.6,3697.309,46.5,0.168,32.3,112.903,-3.4,101.388,-0.5,101.749,6.4,90.923,2.9,6884.199,6.6,0.312,-4,299.532,2.9,107.598,5.8,85.98,3.5,22041.695,11,89.805,7.2,116.366,4.2,79.502,5.1,11460.187,5.3,0.52,-5.1,87.439,2.1,93.269,1.1,92.513,9.5,83.464,1.3,22041.695,11,84.892,-2.7,78.536,6.6,86.376,3.6,99.62,9.2,92.866,0.3,151,0.3
3366 - Ship and boat building,2003,90.836,0.8,101.863,-0.8,3758.548,1.7,0.164,-2.4,116.194,2.9,101.872,0.5,105.545,3.7,87.666,-3.6,7130.494,3.6,0.311,-0.3,288.804,-3.6,107.044,-0.5,86.439,0.5,22938.509,4.1,92.964,3.5,112.45,-3.4,82.283,3.5,12049.467,5.1,0.525,1,93.86,7.3,96.788,3.8,92.528,0,86.846,4.1,22938.509,4.1,87.915,3.6,81.346,3.6,92.79,7.4,101.313,1.7,91.328,-1.7,148.5,-1.7
3366 - Ship and boat building,2004,94.593,4.1,101.802,-0.1,3435.831,-8.6,0.138,-15.9,114.463,-1.5,101.641,-0.2,108.274,2.6,88.939,1.5,7572.382,6.2,0.305,-1.9,292.996,1.5,105.084,-1.8,91.639,6,24820.511,8.2,94.883,2.1,105.899,-5.8,90.934,10.5,13812.299,14.6,0.556,5.9,102.243,8.9,101.372,4.7,96.297,4.1,90.293,4,24820.511,8.2,89.708,2,86.387,6.2,97.131,4.7,103.764,2.4,92.804,1.6,150.9,1.6
3366 - Ship and boat building,2005,96.582,2.1,100.771,-1,2804.745,-18.4,0.108,-21.7,107.233,-6.3,100.826,-0.8,103.567,-4.3,93.974,5.7,7547.673,-0.3,0.291,-4.6,309.583,5.7,100.022,-4.8,97.304,6.2,25905.26,4.4,93.263,-1.7,99.049,-6.5,98.261,8.1,15552.842,12.6,0.6,7.9,104.562,2.3,102.696,1.3,97.326,1.1,93.242,3.3,25905.26,4.4,88.471,-1.4,86.105,-0.3,91.627,-5.7,101.901,-1.8,95.51,2.9,155.3,2.9
3366 - Ship and boat building,2006,99.64,3.2,99.864,-0.9,3469.748,23.7,0.127,17.6,99.629,-7.1,99.959,-0.9,99.27,-4.1,100.237,6.7,7747.823,2.7,0.283,-2.7,330.215,6.7,100.906,0.9,98.612,1.3,27371.887,5.7,97.237,4.3,101.969,2.9,97.583,-0.7,16154.315,3.9,0.59,-1.7,97.353,-6.9,98.42,-4.2,99.505,2.2,96.364,3.3,27371.887,5.7,88.828,0.4,88.388,2.7,88.18,-3.8,101.312,-0.6,98.216,2.8,159.7,2.8
3366 - Ship and boat building,2007,100,0.4,100,0.1,2737.69,-21.1,0.096,-24.4,100,0.4,100,0,100,0.7,100,-0.2,8765.664,13.1,0.307,8.5,329.436,-0.2,100,-0.9,100,1.4,28545.95,4.3,100,2.8,100,-1.9,100,2.5,17042.596,5.5,0.597,1.2,100,2.7,100,1.6,100,0.5,100,3.8,28545.95,4.3,100,12.6,100,13.1,100,13.4,100,-1.3,100,1.8,162.6,1.8
3366 - Ship and boat building,2008,99.858,-0.1,102.501,2.5,2925.751,6.9,0.097,1,111.621,11.6,101.066,1.1,111.462,11.5,91.829,-8.2,9210.251,5.1,0.305,-0.7,302.518,-8.2,103.919,3.9,98.495,-1.5,30149.12,5.6,107.23,7.2,100.899,0.9,101.443,1.4,18013.117,5.7,0.597,0,110.469,10.5,106.127,6.1,102.355,2.4,103.186,3.2,30149.12,5.6,102.654,2.7,105.072,5.1,114.421,14.4,105.804,5.8,96.74,-3.3,157.3,-3.3
3366 - Ship and boat building,2009,85.356,-14.5,104.38,1.8,3665.706,25.3,0.136,40.2,139.533,25,103.726,2.6,119.1,6.9,74.806,-18.5,8989.995,-2.4,0.333,9.2,246.439,-18.5,108.434,4.3,82.165,-16.6,27009.126,-10.4,115.154,7.4,108.238,7.3,82.313,-18.9,14353.425,-20.3,0.531,-11.1,110.035,-0.4,105.891,-0.2,89.094,-13,106.198,2.9,27009.126,-10.4,115.113,12.1,102.559,-2.4,137.099,19.8,109.831,3.8,81.119,-16.1,131.9,-16.1
3366 - Ship and boat building,2010,84.739,-0.7,104.106,-0.3,4456.261,21.6,0.164,20.6,144.641,3.7,104.287,0.5,122.567,2.9,71.976,-3.8,8744.637,-2.7,0.322,-3.3,237.113,-3.8,111.819,3.1,78.894,-4,27144.306,0.5,120.529,4.7,112.987,4.4,78.078,-5.1,13943.409,-2.9,0.514,-3.2,108.479,-1.4,105.106,-0.7,88.218,-1,107.789,1.5,27144.306,0.5,113.083,-1.8,99.76,-2.7,138.603,1.1,113.304,3.2,77.86,-4,126.6,-4
3366 - Ship and boat building,2011,85.632,1.1,103.584,-0.5,5387.845,20.9,0.194,18.3,140.455,-2.9,103.74,-0.5,120.275,-1.9,73.749,2.5,9013.536,3.1,0.325,0.9,242.954,2.5,116.006,3.7,76.463,-3.1,27771.334,2.3,127.234,5.6,122.687,8.6,72.299,-7.4,13369.952,-4.1,0.481,-6.4,98.034,-9.6,99.943,-4.9,88.701,0.5,109.679,1.8,27771.334,2.3,115.926,2.5,102.828,3.1,139.43,0.6,117.354,3.6,75.584,-2.9,122.9,-2.9
3366 - Ship and boat building,2012,96.03,12.1,104.305,0.7,5711.943,6,0.181,-6.7,129.381,-7.9,102.155,-1.5,124.245,3.3,80.619,9.3,10131.055,12.4,0.321,-1.2,265.586,9.3,118.007,1.7,84.88,11,31589.924,13.8,130.376,2.5,119.024,-3,84.154,16.4,15746.926,17.8,0.498,3.5,104.386,6.5,103.065,3.1,100.164,12.9,110.482,0.7,31589.924,13.8,115.387,-0.5,115.577,12.4,143.362,2.8,124.421,6,80.504,6.5,130.9,6.5
3366 - Ship and boat building,2013,99.379,3.5,104.926,0.6,6113.386,7,0.185,2.2,125.086,-3.3,101.527,-0.6,124.308,0.1,83.883,4,10249.412,1.2,0.31,-3.4,276.341,4,118.192,0.2,88.224,3.9,33095.373,4.8,131.412,0.8,117.878,-1,88.459,5.1,16732.576,6.3,0.506,1.6,105.455,1,103.593,0.5,104.274,4.1,111.185,0.6,33095.373,4.8,112.134,-2.8,116.927,1.2,139.392,-2.8,128.349,3.2,81.242,0.9,132.1,0.9
3366 - Ship and boat building,2014,97.744,-1.6,104.711,-0.2,5382.793,-12,0.163,-11.9,120.944,-3.3,100.933,-0.6,118.215,-4.9,86.578,3.2,10505.197,2.5,0.319,2.9,285.219,3.2,114.585,-3.1,89.321,1.2,32927.644,-0.5,129.14,-1.7,115.076,-2.4,88.94,0.5,17039.654,1.8,0.517,2.2,102.728,-2.6,102.214,-1.3,102.349,-1.8,112.702,1.4,32927.644,-0.5,117.095,4.4,119.845,2.5,138.424,-0.7,120.245,-6.3,85.117,4.8,138.4,4.8
3366 - Ship and boat building,2015,97.14,-0.6,106.098,1.3,6179.24,14.8,0.184,12.9,124.82,3.2,101.488,0.5,121.25,2.6,85.001,-1.8,10819.545,3,0.322,0.9,280.022,-1.8,117.016,2.1,88.076,-1.4,33606.854,2.1,133.667,3.5,118.293,2.8,87.126,-2,16608.07,-2.5,0.494,-4.4,102.501,-0.2,102.1,-0.1,103.064,0.7,114.229,1.4,33606.854,2.1,119.762,2.3,123.431,3,145.212,4.9,120.649,0.3,85.424,0.4,138.9,0.4
3366 - Ship and boat building,2016,93.45,-3.8,107.177,1,6459,4.5,0.198,7.6,132.964,6.5,102.719,1.2,124.254,2.5,80.606,-5.2,10631.908,-1.7,0.325,0.9,265.545,-5.2,118.952,1.7,84.199,-4.4,32683.227,-2.7,135.979,1.7,122.223,3.3,81.945,-5.9,15592.319,-6.1,0.477,-3.4,101.662,-0.8,101.693,-0.4,100.156,-2.8,114.315,0.1,32683.227,-2.7,121.101,1.1,121.29,-1.7,150.473,3.6,119.482,-1,83.825,-1.9,136.3,-1.9
3366 - Ship and boat building,2017,96.557,3.3,107.835,0.6,8089.255,25.2,0.236,19.2,128.058,-3.7,101.885,-0.8,123.649,-0.5,84.208,4.5,10891.396,2.4,0.317,-2.5,277.41,4.5,124.043,4.3,83.94,-0.3,34310.894,5,143.193,5.3,132.243,8.2,78.735,-3.9,15330.243,-1.7,0.447,-6.3,93.501,-8,97.837,-3.8,104.122,4,115.438,1,34310.894,5,119.332,-1.5,124.251,2.4,147.553,-1.9,121.975,2.1,85.363,1.8,138.8,1.8
3366 - Ship and boat building,2018,99.758,3.3,107.417,-0.4,5346.184,-33.9,0.149,-36.9,128.096,0,101.891,0,127.786,3.3,83.857,-0.4,11515.683,5.7,0.321,1.3,276.254,-0.4,117.018,-5.7,91.573,9.1,35828.364,4.4,137.061,-4.3,113.385,-14.3,94.507,20,18966.497,23.7,0.529,18.3,112.701,20.5,107.175,9.5,107.157,2.9,117.128,1.5,35828.364,4.4,122.598,2.7,131.373,5.7,156.663,6.2,123.485,1.2,86.777,1.7,141.1,1.7
3366 - Ship and boat building,2019,,,,,,,,,,,,,119.172,-6.7,89.222,6.4,12007.534,4.3,,,293.929,6.4,,,,,,,,,,,,,,,,,,,,,106.328,-0.8,119.533,2.1,36281.034,1.3,128.832,5.1,136.984,4.3,153.531,-2,121.155,-1.9,87.761,1.1,142.7,1.1
3369 - Other transportation equipment manufacturing,1987,46.319,,53.665,,225.926,,0.049,,54.772,,88.406,,25.37,,97.979,,1091.643,,0.237,,71.285,,55.498,,44.789,,4596.925,,41.557,,72.59,,34.243,,3279.356,,0.713,,34.949,,51.707,,24.857,,74.88,,4596.925,,141.862,,35.262,,35.99,,28.09,,88.489,,36.9,
3369 - Other transportation equipment manufacturing,1988,43.056,-7,53.63,-0.1,116.881,-48.3,0.027,-44.9,57.097,4.2,88.546,0.2,24.583,-3.1,93.928,-4.1,1070.393,-1.9,0.25,5.5,68.338,-4.1,56.632,2,40.774,-9,4289.653,-6.7,42.598,2.5,75.756,4.4,30.48,-11,3102.378,-5.4,0.723,1.4,32.451,-7.1,49.024,-5.2,23.091,-7.1,75.219,0.5,4289.653,-6.7,149.739,5.6,34.576,-1.9,36.811,2.3,27.355,-2.6,84.412,-4.6,35.2,-4.6
3369 - Other transportation equipment manufacturing,1989,41.199,-4.3,53.232,-0.7,169.372,44.9,0.04,48.1,55.636,-2.6,88.469,-0.1,22.921,-6.8,95.681,1.9,946.605,-11.6,0.223,-10.8,69.613,1.9,54.304,-4.1,40.386,-1,4254.064,-0.8,42.65,0.1,73.31,-3.2,29.916,-1.9,3138.087,1.2,0.738,2.1,31.266,-3.7,47.711,-2.7,21.931,-5,78.539,4.4,4254.064,-0.8,139.423,-6.9,30.577,-11.6,31.958,-13.2,25.263,-7.6,86.811,2.8,36.2,2.8
3369 - Other transportation equipment manufacturing,1990,38.426,-6.7,53.37,0.3,63.857,-62.3,0.016,-60,56.911,2.3,88.525,0.1,21.869,-4.6,93.778,-2,915.132,-3.3,0.225,0.9,68.229,-2,52.013,-4.2,39.429,-2.4,4069.867,-4.3,41.794,-2,70.369,-4,29.144,-2.6,3090.878,-1.5,0.759,2.8,31.077,-0.6,47.495,-0.5,20.508,-6.5,80.353,2.3,4069.867,-4.3,144.143,3.4,29.561,-3.3,31.522,-1.4,23.955,-5.2,85.612,-1.4,35.7,-1.4
3369 - Other transportation equipment manufacturing,1991,38.978,1.4,52.987,-0.7,178.916,180.2,0.043,168.8,56.232,-1.2,88.494,0,21.918,0.2,94.228,0.5,962.442,5.2,0.232,3.1,68.556,0.5,53.714,3.3,38.451,-2.5,4155.083,2.1,43.754,4.7,73.393,4.3,28.141,-3.4,3013.725,-2.5,0.725,-4.5,29.865,-3.9,46.112,-2.9,20.653,0.7,81.458,1.4,4155.083,2.1,150.527,4.4,31.089,5.2,32.993,4.7,24.192,1,85.372,-0.3,35.6,-0.3
3369 - Other transportation equipment manufacturing,1992,56.528,45,52.091,-1.7,829.463,363.6,0.138,220.9,55.494,-1.3,88.388,-0.1,31.37,43.1,93.868,-0.4,1267.152,31.7,0.212,-8.6,68.294,-0.4,64.7,20.5,45.512,18.4,5990.951,44.2,53.299,21.8,81.604,11.2,36.084,28.2,3894.336,29.2,0.65,-10.3,38.442,28.7,54.855,19,29.446,42.6,82.378,1.1,5990.951,44.2,139.005,-7.7,40.932,31.7,43.606,32.2,33.92,40.2,86.811,1.7,36.2,1.7
3369 - Other transportation equipment manufacturing,1993,62.567,10.7,55.159,5.9,1396.624,68.4,0.195,41.3,55.521,0,88.395,0,34.738,10.7,99.348,5.8,1445.467,14.1,0.202,-4.7,72.281,5.8,69.94,8.1,49.345,8.4,7150.435,19.4,58.673,10.1,86.964,6.6,39.685,10,4308.344,10.6,0.603,-7.2,39.945,3.9,56.189,2.4,34.512,17.2,83.89,1.8,7150.435,19.4,135.292,-2.7,46.692,14.1,46.998,7.8,38.896,14.7,88.729,2.2,37,2.2
3369 - Other transportation equipment manufacturing,1994,58.466,-6.6,55.73,1,1004.987,-28,0.147,-24.6,56.279,1.4,88.601,0.2,32.904,-5.3,99.024,-0.3,1481.952,2.5,0.217,7.4,72.045,-0.3,66.717,-4.6,48.837,-1,6825.799,-4.5,56.591,-3.5,83.63,-3.8,38.961,-1.8,4338.861,0.7,0.636,5.5,39.345,-1.5,55.664,-0.9,32.583,-5.6,84.823,1.1,6825.799,-4.5,146.92,8.6,47.87,2.5,48.342,2.9,35.661,-8.3,91.367,3,38.1,3
3369 - Other transportation equipment manufacturing,1995,61.079,4.5,55.595,-0.2,1386.018,37.9,0.191,29.9,52.651,-6.4,87.609,-1.1,32.158,-2.3,105.593,6.6,1444.765,-2.5,0.199,-8.3,76.824,6.6,69.801,4.6,48.648,-0.4,7272.027,6.5,60.525,7,89.543,7.1,37.922,-2.7,4441.244,2.4,0.611,-3.9,35.914,-8.7,52.588,-5.5,33.957,4.2,86.711,2.2,7272.027,6.5,137.436,-6.5,46.669,-2.5,44.197,-8.6,34.537,-3.2,98.321,7.6,41,7.6
3369 - Other transportation equipment manufacturing,1996,61.529,0.7,58.478,5.2,1678.697,21.1,0.214,12,56.253,6.8,88.79,1.3,34.612,7.6,103.956,-1.6,1489.069,3.1,0.19,-4.5,75.634,-1.5,70.959,1.7,50.707,4.2,7833.602,7.7,62.551,3.3,89.642,0.1,40.139,5.8,4665.836,5.1,0.596,-2.5,38.611,7.5,54.936,4.5,35.981,6,88.152,1.7,7833.602,7.7,133.681,-2.7,48.1,3.1,46.27,4.7,36.775,6.5,97.842,-0.5,40.8,-0.5
3369 - Other transportation equipment manufacturing,1997,60.719,-1.3,62.348,6.6,1609.572,-4.1,0.193,-9.8,54.556,-3,88.238,-0.6,33.126,-4.3,114.282,9.9,1718.603,15.4,0.206,8.4,83.146,9.9,69.343,-2.3,54.594,7.7,8337.267,6.4,61.833,-1.1,87.915,-1.9,43.061,7.3,5009.092,7.4,0.601,0.8,37.68,-2.4,54.139,-1.5,37.857,5.2,89.17,1.2,8337.267,6.4,146.641,9.7,55.515,15.4,48.577,5,38.317,4.2,98.801,1,41.2,1
3369 - Other transportation equipment manufacturing,1998,61.898,1.9,65.108,4.4,1751.285,8.8,0.195,1,59.374,8.8,89.698,1.7,36.752,10.9,109.657,-4,1816.531,5.7,0.202,-1.9,79.782,-4,69.785,0.6,57.75,5.8,8994.657,7.9,63.064,2,85.246,-3,47.276,9.8,5426.841,8.3,0.603,0.3,43.112,14.4,58.712,8.4,40.301,6.5,90.368,1.3,8994.657,7.9,145.6,-0.7,58.678,5.7,53.51,10.2,40.989,7,98.321,-0.5,41,-0.5
3369 - Other transportation equipment manufacturing,1999,61.201,-1.1,68.272,4.9,1640.965,-6.3,0.175,-10.3,60.956,2.7,90.135,0.5,37.306,1.5,112.002,2.1,1820.44,0.2,0.195,-3.5,81.488,2.1,67.4,-3.4,61.993,7.3,9354.657,4,61.099,-3.1,80.457,-5.6,51.932,9.8,5893.251,8.6,0.63,4.5,46.367,7.6,61.407,4.6,41.783,3.7,90.651,0.3,9354.657,4,140.736,-3.3,58.804,0.2,52.503,-1.9,42.086,2.7,99.281,1,41.4,1
3369 - Other transportation equipment manufacturing,2000,67.592,10.4,71.969,5.4,1809.081,10.2,0.162,-7.4,62.383,2.3,90.488,0.4,42.166,13,115.366,3,1980.513,8.8,0.177,-9.2,83.935,3,67.854,0.7,71.691,15.6,11173.538,19.4,63.106,3.3,76.469,-5,63.614,22.5,7383.943,25.3,0.661,4.9,55.141,18.9,68.674,11.8,48.645,16.4,93.003,2.6,11173.538,19.4,131.514,-6.6,63.975,8.8,55.454,5.6,48.069,14.2,101.199,1.9,42.2,1.9
3369 - Other transportation equipment manufacturing,2001,66.755,-1.2,74.219,3.1,2229.297,23.2,0.193,19.1,62.619,0.4,90.548,0.1,41.801,-0.9,118.526,2.7,2061.803,4.1,0.178,0.6,86.234,2.7,68.518,1,72.31,0.9,11575.26,3.6,64.815,2.7,78.085,2.1,63.451,-0.3,7284.16,-1.4,0.629,-4.8,53.533,-2.9,67.376,-1.9,49.545,1.9,94.596,1.7,11575.26,3.6,134.424,2.2,66.601,4.1,56.191,1.3,48.159,0.2,102.878,1.7,42.9,1.7
3369 - Other transportation equipment manufacturing,2002,69.098,3.5,78.213,5.4,2917.631,30.9,0.23,19.2,73.322,17.1,93.617,3.4,50.664,21.2,106.672,-10,2005.284,-2.7,0.158,-11.2,77.609,-10,72.209,5.4,74.844,3.5,12695.664,9.7,68.682,6,79.721,2.1,67.792,6.8,7772.749,6.7,0.612,-2.7,63.552,18.7,74.947,11.2,54.044,9.1,95.116,0.5,12695.664,9.7,119.856,-10.8,64.775,-2.7,60.724,8.1,56.767,17.9,95.204,-7.5,39.7,-7.5
3369 - Other transportation equipment manufacturing,2003,67.78,-1.9,81.543,4.3,2393.916,-18,0.184,-20,82.474,12.5,95.922,2.5,55.901,10.3,98.871,-7.3,2115.311,5.5,0.162,2.5,71.934,-7.3,70.591,-2.2,78.296,4.6,13034.784,2.7,67.408,-1.9,75.502,-5.3,73.203,8,8525.557,9.7,0.654,6.9,74.039,16.5,82.557,10.2,55.27,2.3,95.491,0.4,13034.784,2.7,123.628,3.1,68.329,5.5,69.11,13.8,60.812,7.1,90.887,-4.5,37.9,-4.5
3369 - Other transportation equipment manufacturing,2004,69.502,2.5,83.038,1.8,2615.598,9.3,0.189,2.7,80.879,-1.9,95.573,-0.4,56.213,0.6,102.669,3.8,2017.799,-4.6,0.146,-9.9,74.698,3.8,72.804,3.1,79.273,1.2,13832.935,6.1,70.654,4.8,78.458,3.9,73.56,0.5,9199.538,7.9,0.665,1.7,71.647,-3.2,80.788,-2.1,57.714,4.4,97.047,1.6,13832.935,6.1,112.936,-8.6,65.179,-4.6,63.485,-8.1,61.238,0.7,94.245,3.7,39.3,3.7
3369 - Other transportation equipment manufacturing,2005,74.201,6.8,85.885,3.4,2942.538,12.5,0.189,0,77.256,-4.5,94.749,-0.9,57.324,2,111.17,8.3,2351.354,16.5,0.151,3.4,80.882,8.3,75.867,4.2,83.999,6,15600.773,12.8,75.2,6.4,81.591,4,78.105,6.2,10306.881,12,0.661,-0.6,70.258,-1.9,79.746,-1.3,63.727,10.4,99.122,2.1,15600.773,12.8,119.186,5.5,75.954,16.5,68.323,7.6,62.381,1.9,102.158,8.4,42.6,8.4
3369 - Other transportation equipment manufacturing,2006,74.708,0.7,90.085,4.9,2867.546,-2.5,0.172,-9,83.879,8.6,96.166,1.5,62.665,9.3,107.398,-3.4,2570.399,9.3,0.154,2,78.138,-3.4,79.498,4.8,84.657,0.8,16642.016,6.7,79.595,5.8,85.592,4.9,78.63,0.7,11204.071,8.7,0.673,1.8,73.213,4.2,81.968,2.8,67.301,5.6,100.123,1,16642.016,6.7,123.371,3.5,83.029,9.3,77.31,13.2,64.964,4.1,103.597,1.4,43.2,1.4
3369 - Other transportation equipment manufacturing,2007,100,33.9,100,11,6728.555,134.6,0.272,58.1,100,19.2,100,4,100,59.6,100,-6.9,3095.769,20.4,0.125,-18.8,72.755,-6.9,100,25.8,100,18.1,24697.567,48.4,100,25.6,100,16.8,100,27.2,14873.242,32.7,0.602,-10.5,100,36.6,100,22,100,48.6,100,-0.1,24697.567,48.4,100,-18.9,100,20.4,100,29.3,100,53.9,100,-3.5,41.7,-3.5
3369 - Other transportation equipment manufacturing,2008,108.731,8.7,107.259,7.3,7464.136,10.9,0.257,-5.5,101.061,1.1,100.28,0.3,109.884,9.9,106.133,6.1,3294.904,6.4,0.113,-9.6,77.218,6.1,104.895,4.9,111.181,11.2,29042.196,17.6,105.766,5.8,102.362,2.4,113.932,13.9,18283.155,22.9,0.63,4.7,107.349,7.3,104.464,4.5,116.624,16.6,100.83,0.8,29042.196,17.6,91.262,-8.7,106.432,6.4,100.282,0.3,109.779,9.8,106.235,6.2,44.3,6.2
3369 - Other transportation equipment manufacturing,2009,83.858,-22.9,113.056,5.4,4855.496,-34.9,0.203,-21,117.218,16,103.762,3.5,98.297,-10.5,96.449,-9.1,3221.711,-2.2,0.135,19.5,70.172,-9.1,87.769,-16.3,108.019,-2.8,23876.356,-17.8,89.498,-15.4,87.049,-15,108.913,-4.4,15799.148,-13.6,0.662,5.1,112.922,5.2,107.934,3.3,94.807,-18.7,101.97,1.1,23876.356,-17.8,109.768,20.3,104.068,-2.2,107.899,7.6,99.583,-9.3,95.204,-10.4,39.7,-10.4
